STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,RAINFALL
USC00250075,41.6833,-98.1302,582.2,2/17/1987,0
USC00250075,41.6833,-98.1302,582.2,2/18/1987,0
USC00250075,41.6833,-98.1302,582.2,2/19/1987,0
USC00250075,41.6833,-98.1302,582.2,2/20/1987,0
USC00250075,41.6833,-98.1302,582.2,2/21/1987,0
USC00250075,41.6833,-98.1302,582.2,2/22/1987,0
USC00250075,41.6833,-98.1302,582.2,2/23/1987,0
USC00250075,41.6833,-98.1302,582.2,2/24/1987,0
USC00250075,41.6833,-98.1302,582.2,2/25/1987,10
USC00250075,41.6833,-98.1302,582.2,2/26/1987,10
USC00250075,41.6833,-98.1302,582.2,2/27/1987,40
USC00250075,41.6833,-98.1302,582.2,2/28/1987,20
USC00250075,41.6833,-98.1302,582.2,3/1/1987,0
USC00250075,41.6833,-98.1302,582.2,3/2/1987,0
USC00250075,41.6833,-98.1302,582.2,3/3/1987,0
USC00250075,41.6833,-98.1302,582.2,3/4/1987,0
USC00250075,41.6833,-98.1302,582.2,3/5/1987,0
USC00250075,41.6833,-98.1302,582.2,3/6/1987,0
USC00250075,41.6833,-98.1302,582.2,3/7/1987,0
USC00250075,41.6833,-98.1302,582.2,3/8/1987,0
USC00250075,41.6833,-98.1302,582.2,3/9/1987,0
USC00250075,41.6833,-98.1302,582.2,3/10/1987,0
USC00250075,41.6833,-98.1302,582.2,3/11/1987,0
USC00250075,41.6833,-98.1302,582.2,3/12/1987,0
USC00250075,41.6833,-98.1302,582.2,3/13/1987,0
USC00250075,41.6833,-98.1302,582.2,3/14/1987,0
USC00250075,41.6833,-98.1302,582.2,3/15/1987,0
USC00250075,41.6833,-98.1302,582.2,3/16/1987,120
USC00250075,41.6833,-98.1302,582.2,3/17/1987,200
USC00250075,41.6833,-98.1302,582.2,3/18/1987,50
USC00250075,41.6833,-98.1302,582.2,3/19/1987,0
USC00250075,41.6833,-98.1302,582.2,3/20/1987,30
USC00250075,41.6833,-98.1302,582.2,3/21/1987,0
USC00250075,41.6833,-98.1302,582.2,3/22/1987,70
USC00250075,41.6833,-98.1302,582.2,3/23/1987,130
USC00250075,41.6833,-98.1302,582.2,3/24/1987,50
USC00250075,41.6833,-98.1302,582.2,3/25/1987,0
USC00250075,41.6833,-98.1302,582.2,3/26/1987,0
USC00250075,41.6833,-98.1302,582.2,3/27/1987,0
USC00250075,41.6833,-98.1302,582.2,3/28/1987,20
USC00250075,41.6833,-98.1302,582.2,3/29/1987,0
USC00250075,41.6833,-98.1302,582.2,3/30/1987,0
USC00250075,41.6833,-98.1302,582.2,3/31/1987,0
USC00250075,41.6833,-98.1302,582.2,4/1/1987,0
USC00250075,41.6833,-98.1302,582.2,4/2/1987,0
USC00250075,41.6833,-98.1302,582.2,4/3/1987,0
USC00250075,41.6833,-98.1302,582.2,4/4/1987,0
USC00250075,41.6833,-98.1302,582.2,4/5/1987,0
USC00250075,41.6833,-98.1302,582.2,4/6/1987,0
USC00250075,41.6833,-98.1302,582.2,4/7/1987,0
USC00250075,41.6833,-98.1302,582.2,4/8/1987,0
USC00250075,41.6833,-98.1302,582.2,4/9/1987,10
USC00250075,41.6833,-98.1302,582.2,4/10/1987,0
USC00250075,41.6833,-98.1302,582.2,4/11/1987,0
USC00250075,41.6833,-98.1302,582.2,4/12/1987,40
USC00250075,41.6833,-98.1302,582.2,4/13/1987,30
USC00250075,41.6833,-98.1302,582.2,4/14/1987,0
USC00250075,41.6833,-98.1302,582.2,4/15/1987,0
USC00250075,41.6833,-98.1302,582.2,4/16/1987,0
USC00250075,41.6833,-98.1302,582.2,4/17/1987,0
USC00250075,41.6833,-98.1302,582.2,4/18/1987,0
USC00250075,41.6833,-98.1302,582.2,4/19/1987,0
USC00250075,41.6833,-98.1302,582.2,4/20/1987,0
USC00250075,41.6833,-98.1302,582.2,4/21/1987,0
USC00250075,41.6833,-98.1302,582.2,4/22/1987,0
USC00250075,41.6833,-98.1302,582.2,4/23/1987,0
USC00250075,41.6833,-98.1302,582.2,4/24/1987,0
USC00250075,41.6833,-98.1302,582.2,4/25/1987,0
USC00250075,41.6833,-98.1302,582.2,4/26/1987,0
USC00250075,41.6833,-98.1302,582.2,4/27/1987,0
USC00250075,41.6833,-98.1302,582.2,4/28/1987,0
USC00250075,41.6833,-98.1302,582.2,4/29/1987,0
USC00250075,41.6833,-98.1302,582.2,4/30/1987,0
USC00250075,41.6833,-98.1302,582.2,5/1/1987,0
USC00250075,41.6833,-98.1302,582.2,5/2/1987,60
USC00250075,41.6833,-98.1302,582.2,5/3/1987,60
USC00250075,41.6833,-98.1302,582.2,5/4/1987,10
USC00250075,41.6833,-98.1302,582.2,5/5/1987,20
USC00250075,41.6833,-98.1302,582.2,5/6/1987,0
USC00250075,41.6833,-98.1302,582.2,5/7/1987,0
USC00250075,41.6833,-98.1302,582.2,5/8/1987,0
USC00250075,41.6833,-98.1302,582.2,5/9/1987,0
USC00250075,41.6833,-98.1302,582.2,5/10/1987,0
USC00250075,41.6833,-98.1302,582.2,5/11/1987,0
USC00250075,41.6833,-98.1302,582.2,5/12/1987,0
USC00250075,41.6833,-98.1302,582.2,5/13/1987,30
USC00250075,41.6833,-98.1302,582.2,5/14/1987,20
USC00250075,41.6833,-98.1302,582.2,5/15/1987,10
USC00250075,41.6833,-98.1302,582.2,5/16/1987,0
USC00250075,41.6833,-98.1302,582.2,5/17/1987,70
USC00250075,41.6833,-98.1302,582.2,5/18/1987,90
USC00250075,41.6833,-98.1302,582.2,5/19/1987,30
USC00250075,41.6833,-98.1302,582.2,5/20/1987,10
USC00250075,41.6833,-98.1302,582.2,5/21/1987,0
USC00250075,41.6833,-98.1302,582.2,5/22/1987,0
USC00250075,41.6833,-98.1302,582.2,5/23/1987,0
USC00250075,41.6833,-98.1302,582.2,5/24/1987,10
USC00250075,41.6833,-98.1302,582.2,5/25/1987,40
USC00250075,41.6833,-98.1302,582.2,5/26/1987,0
USC00250075,41.6833,-98.1302,582.2,5/27/1987,0
USC00250075,41.6833,-98.1302,582.2,5/28/1987,0
USC00250075,41.6833,-98.1302,582.2,5/29/1987,70
USC00250075,41.6833,-98.1302,582.2,5/30/1987,0
USC00250075,41.6833,-98.1302,582.2,5/31/1987,0
USC00250075,41.6833,-98.1302,582.2,6/1/1987,0
USC00250075,41.6833,-98.1302,582.2,6/2/1987,0
USC00250075,41.6833,-98.1302,582.2,6/3/1987,0
USC00250075,41.6833,-98.1302,582.2,6/4/1987,0
USC00250075,41.6833,-98.1302,582.2,6/5/1987,0
USC00250075,41.6833,-98.1302,582.2,6/6/1987,0
USC00250075,41.6833,-98.1302,582.2,6/7/1987,0
USC00250075,41.6833,-98.1302,582.2,6/8/1987,10
USC00250075,41.6833,-98.1302,582.2,6/9/1987,10
USC00250075,41.6833,-98.1302,582.2,6/10/1987,0
USC00250075,41.6833,-98.1302,582.2,6/11/1987,0
USC00250075,41.6833,-98.1302,582.2,6/12/1987,0
USC00250075,41.6833,-98.1302,582.2,6/13/1987,0
USC00250075,41.6833,-98.1302,582.2,6/14/1987,10
USC00250075,41.6833,-98.1302,582.2,6/15/1987,0
USC00250075,41.6833,-98.1302,582.2,6/16/1987,0
USC00250075,41.6833,-98.1302,582.2,6/17/1987,0
USC00250075,41.6833,-98.1302,582.2,6/18/1987,0
USC00250075,41.6833,-98.1302,582.2,6/19/1987,0
USC00250075,41.6833,-98.1302,582.2,6/20/1987,0
USC00250075,41.6833,-98.1302,582.2,6/21/1987,0
USC00250075,41.6833,-98.1302,582.2,6/22/1987,0
USC00250075,41.6833,-98.1302,582.2,6/23/1987,0
USC00250075,41.6833,-98.1302,582.2,6/24/1987,20
USC00250075,41.6833,-98.1302,582.2,6/25/1987,0
USC00250075,41.6833,-98.1302,582.2,6/26/1987,0
USC00250075,41.6833,-98.1302,582.2,6/27/1987,0
USC00250075,41.6833,-98.1302,582.2,6/28/1987,90
USC00250075,41.6833,-98.1302,582.2,6/29/1987,0
USC00250075,41.6833,-98.1302,582.2,6/30/1987,0
USC00250075,41.6833,-98.1302,582.2,7/1/1987,0
USC00250075,41.6833,-98.1302,582.2,7/2/1987,0
USC00250075,41.6833,-98.1302,582.2,7/3/1987,0
USC00250075,41.6833,-98.1302,582.2,7/4/1987,60
USC00250075,41.6833,-98.1302,582.2,7/5/1987,0
USC00250075,41.6833,-98.1302,582.2,7/6/1987,10
USC00250075,41.6833,-98.1302,582.2,7/7/1987,20
USC00250075,41.6833,-98.1302,582.2,7/8/1987,0
USC00250075,41.6833,-98.1302,582.2,7/9/1987,0
USC00250075,41.6833,-98.1302,582.2,7/10/1987,0
USC00250075,41.6833,-98.1302,582.2,7/11/1987,0
USC00250075,41.6833,-98.1302,582.2,7/12/1987,0
USC00250075,41.6833,-98.1302,582.2,7/13/1987,0
USC00250075,41.6833,-98.1302,582.2,7/14/1987,10
USC00250075,41.6833,-98.1302,582.2,7/15/1987,10
USC00250075,41.6833,-98.1302,582.2,7/16/1987,0
USC00250075,41.6833,-98.1302,582.2,7/17/1987,20
USC00250075,41.6833,-98.1302,582.2,7/18/1987,30
USC00250075,41.6833,-98.1302,582.2,7/19/1987,0
USC00250075,41.6833,-98.1302,582.2,7/20/1987,0
USC00250075,41.6833,-98.1302,582.2,7/21/1987,0
USC00250075,41.6833,-98.1302,582.2,7/22/1987,0
USC00250075,41.6833,-98.1302,582.2,7/23/1987,0
USC00250075,41.6833,-98.1302,582.2,7/24/1987,0
USC00250075,41.6833,-98.1302,582.2,7/25/1987,0
USC00250075,41.6833,-98.1302,582.2,7/26/1987,10
USC00250075,41.6833,-98.1302,582.2,7/27/1987,0
USC00250075,41.6833,-98.1302,582.2,7/28/1987,0
USC00250075,41.6833,-98.1302,582.2,7/29/1987,0
USC00250075,41.6833,-98.1302,582.2,7/30/1987,0
USC00250075,41.6833,-98.1302,582.2,7/31/1987,0
USC00250075,41.6833,-98.1302,582.2,8/1/1987,0
USC00250075,41.6833,-98.1302,582.2,8/2/1987,0
USC00250075,41.6833,-98.1302,582.2,8/3/1987,0
USC00250075,41.6833,-98.1302,582.2,8/4/1987,0
USC00250075,41.6833,-98.1302,582.2,8/5/1987,0
USC00250075,41.6833,-98.1302,582.2,8/6/1987,60
USC00250075,41.6833,-98.1302,582.2,8/7/1987,80
USC00250075,41.6833,-98.1302,582.2,8/8/1987,20
USC00250075,41.6833,-98.1302,582.2,8/9/1987,0
USC00250075,41.6833,-98.1302,582.2,8/10/1987,0
USC00250075,41.6833,-98.1302,582.2,8/11/1987,0
USC00250075,41.6833,-98.1302,582.2,8/12/1987,0
USC00250075,41.6833,-98.1302,582.2,8/13/1987,0
USC00250075,41.6833,-98.1302,582.2,8/14/1987,0
USC00250075,41.6833,-98.1302,582.2,8/15/1987,0
USC00250075,41.6833,-98.1302,582.2,8/16/1987,0
USC00250075,41.6833,-98.1302,582.2,8/17/1987,0
USC00250075,41.6833,-98.1302,582.2,8/18/1987,0
USC00250075,41.6833,-98.1302,582.2,8/19/1987,130
USC00250075,41.6833,-98.1302,582.2,8/20/1987,0
USC00250075,41.6833,-98.1302,582.2,8/21/1987,10
USC00250075,41.6833,-98.1302,582.2,8/22/1987,20
USC00250075,41.6833,-98.1302,582.2,8/23/1987,0
USC00250075,41.6833,-98.1302,582.2,8/24/1987,10
USC00250075,41.6833,-98.1302,582.2,8/25/1987,100
USC00250075,41.6833,-98.1302,582.2,8/26/1987,0
USC00250075,41.6833,-98.1302,582.2,8/27/1987,10
USC00250075,41.6833,-98.1302,582.2,8/28/1987,0
USC00250075,41.6833,-98.1302,582.2,8/29/1987,0
USC00250075,41.6833,-98.1302,582.2,8/30/1987,0
USC00250075,41.6833,-98.1302,582.2,8/31/1987,0
USC00250075,41.6833,-98.1302,582.2,9/1/1987,0
USC00250075,41.6833,-98.1302,582.2,9/2/1987,0
USC00250075,41.6833,-98.1302,582.2,9/3/1987,10
USC00250075,41.6833,-98.1302,582.2,9/4/1987,0
USC00250075,41.6833,-98.1302,582.2,9/5/1987,0
USC00250075,41.6833,-98.1302,582.2,9/6/1987,10
USC00250075,41.6833,-98.1302,582.2,9/7/1987,20
USC00250075,41.6833,-98.1302,582.2,9/8/1987,0
USC00250075,41.6833,-98.1302,582.2,9/9/1987,40
USC00250075,41.6833,-98.1302,582.2,9/10/1987,0
USC00250075,41.6833,-98.1302,582.2,9/11/1987,0
USC00250075,41.6833,-98.1302,582.2,9/12/1987,0
USC00250075,41.6833,-98.1302,582.2,9/13/1987,0
USC00250075,41.6833,-98.1302,582.2,9/14/1987,10
USC00250075,41.6833,-98.1302,582.2,9/15/1987,150
USC00250075,41.6833,-98.1302,582.2,9/16/1987,10
USC00250075,41.6833,-98.1302,582.2,9/17/1987,0
USC00250075,41.6833,-98.1302,582.2,9/18/1987,0
USC00250075,41.6833,-98.1302,582.2,9/19/1987,0
USC00250075,41.6833,-98.1302,582.2,9/20/1987,0
USC00250075,41.6833,-98.1302,582.2,9/21/1987,0
USC00250075,41.6833,-98.1302,582.2,9/22/1987,0
USC00250075,41.6833,-98.1302,582.2,9/23/1987,0
USC00250075,41.6833,-98.1302,582.2,9/24/1987,0
USC00250075,41.6833,-98.1302,582.2,9/25/1987,0
USC00250075,41.6833,-98.1302,582.2,9/26/1987,0
USC00250075,41.6833,-98.1302,582.2,9/27/1987,0
USC00250075,41.6833,-98.1302,582.2,9/28/1987,0
USC00250075,41.6833,-98.1302,582.2,9/29/1987,0
USC00250075,41.6833,-98.1302,582.2,9/30/1987,0
USC00250075,41.6833,-98.1302,582.2,10/1/1987,0
USC00250075,41.6833,-98.1302,582.2,10/2/1987,0
USC00250075,41.6833,-98.1302,582.2,10/3/1987,0
USC00250075,41.6833,-98.1302,582.2,10/4/1987,0
USC00250075,41.6833,-98.1302,582.2,10/5/1987,0
USC00250075,41.6833,-98.1302,582.2,10/6/1987,0
USC00250075,41.6833,-98.1302,582.2,10/7/1987,0
USC00250075,41.6833,-98.1302,582.2,10/8/1987,0
USC00250075,41.6833,-98.1302,582.2,10/9/1987,0
USC00250075,41.6833,-98.1302,582.2,10/10/1987,0
USC00250075,41.6833,-98.1302,582.2,10/11/1987,0
USC00250075,41.6833,-98.1302,582.2,10/12/1987,0
USC00250075,41.6833,-98.1302,582.2,10/13/1987,0
USC00250075,41.6833,-98.1302,582.2,10/14/1987,0
USC00250075,41.6833,-98.1302,582.2,10/15/1987,0
USC00250075,41.6833,-98.1302,582.2,10/16/1987,0
USC00250075,41.6833,-98.1302,582.2,10/17/1987,0
USC00250075,41.6833,-98.1302,582.2,10/18/1987,0
USC00250075,41.6833,-98.1302,582.2,10/19/1987,0
USC00250075,41.6833,-98.1302,582.2,10/20/1987,0
USC00250075,41.6833,-98.1302,582.2,10/21/1987,0
USC00250075,41.6833,-98.1302,582.2,10/22/1987,0
USC00250075,41.6833,-98.1302,582.2,10/23/1987,0
USC00250075,41.6833,-98.1302,582.2,10/24/1987,0
USC00250075,41.6833,-98.1302,582.2,10/25/1987,50
USC00250075,41.6833,-98.1302,582.2,10/26/1987,10
USC00250075,41.6833,-98.1302,582.2,10/27/1987,0
USC00250075,41.6833,-98.1302,582.2,10/28/1987,0
USC00250075,41.6833,-98.1302,582.2,10/29/1987,0
USC00250075,41.6833,-98.1302,582.2,10/30/1987,0
USC00250075,41.6833,-98.1302,582.2,10/31/1987,0
USC00250075,41.6833,-98.1302,582.2,11/1/1987,0
USC00250075,41.6833,-98.1302,582.2,11/2/1987,0
USC00250075,41.6833,-98.1302,582.2,11/3/1987,0
USC00250075,41.6833,-98.1302,582.2,11/4/1987,0
USC00250075,41.6833,-98.1302,582.2,11/5/1987,0
USC00250075,41.6833,-98.1302,582.2,11/6/1987,0
USC00250075,41.6833,-98.1302,582.2,11/7/1987,0
USC00250075,41.6833,-98.1302,582.2,11/8/1987,0
USC00250075,41.6833,-98.1302,582.2,11/9/1987,0
USC00250075,41.6833,-98.1302,582.2,11/10/1987,0
USC00250075,41.6833,-98.1302,582.2,11/11/1987,0
USC00250075,41.6833,-98.1302,582.2,11/12/1987,0
USC00250075,41.6833,-98.1302,582.2,11/13/1987,0
USC00250075,41.6833,-98.1302,582.2,11/14/1987,0
USC00250075,41.6833,-98.1302,582.2,11/15/1987,50
USC00250075,41.6833,-98.1302,582.2,11/16/1987,0
USC00250075,41.6833,-98.1302,582.2,11/17/1987,0
USC00250075,41.6833,-98.1302,582.2,11/18/1987,0
USC00250075,41.6833,-98.1302,582.2,11/19/1987,0
USC00250075,41.6833,-98.1302,582.2,11/20/1987,0
USC00250075,41.6833,-98.1302,582.2,11/21/1987,0
USC00250075,41.6833,-98.1302,582.2,11/22/1987,0
USC00250075,41.6833,-98.1302,582.2,11/23/1987,0
USC00250075,41.6833,-98.1302,582.2,11/24/1987,0
USC00250075,41.6833,-98.1302,582.2,11/25/1987,0
USC00250075,41.6833,-98.1302,582.2,11/26/1987,0
USC00250075,41.6833,-98.1302,582.2,11/27/1987,10
USC00250075,41.6833,-98.1302,582.2,11/28/1987,0
USC00250075,41.6833,-98.1302,582.2,11/29/1987,10
USC00250075,41.6833,-98.1302,582.2,11/30/1987,0
USC00250075,41.6833,-98.1302,582.2,12/1/1987,0
USC00250075,41.6833,-98.1302,582.2,12/2/1987,0
USC00250075,41.6833,-98.1302,582.2,12/3/1987,0
USC00250075,41.6833,-98.1302,582.2,12/4/1987,0
USC00250075,41.6833,-98.1302,582.2,12/5/1987,0
USC00250075,41.6833,-98.1302,582.2,12/6/1987,0
USC00250075,41.6833,-98.1302,582.2,12/7/1987,0
USC00250075,41.6833,-98.1302,582.2,12/8/1987,80
USC00250075,41.6833,-98.1302,582.2,12/9/1987,0
USC00250075,41.6833,-98.1302,582.2,12/10/1987,0
USC00250075,41.6833,-98.1302,582.2,12/11/1987,0
USC00250075,41.6833,-98.1302,582.2,12/12/1987,0
USC00250075,41.6833,-98.1302,582.2,12/13/1987,0
USC00250075,41.6833,-98.1302,582.2,12/14/1987,0
USC00250075,41.6833,-98.1302,582.2,12/15/1987,0
USC00250075,41.6833,-98.1302,582.2,12/16/1987,0
USC00250075,41.6833,-98.1302,582.2,12/17/1987,0
USC00250075,41.6833,-98.1302,582.2,12/18/1987,0
USC00250075,41.6833,-98.1302,582.2,12/19/1987,0
USC00250075,41.6833,-98.1302,582.2,12/20/1987,0
USC00250075,41.6833,-98.1302,582.2,12/21/1987,0
USC00250075,41.6833,-98.1302,582.2,12/22/1987,0
USC00250075,41.6833,-98.1302,582.2,12/23/1987,0
USC00250075,41.6833,-98.1302,582.2,12/24/1987,0
USC00250075,41.6833,-98.1302,582.2,12/25/1987,0
USC00250075,41.6833,-98.1302,582.2,12/26/1987,10
USC00250075,41.6833,-98.1302,582.2,12/27/1987,30
USC00250075,41.6833,-98.1302,582.2,12/28/1987,0
USC00250075,41.6833,-98.1302,582.2,12/29/1987,0
USC00250075,41.6833,-98.1302,582.2,12/30/1987,0
USC00250075,41.6833,-98.1302,582.2,12/31/1987,0
USC00250075,41.6833,-98.1302,582.2,1/1/1988,0
USC00250075,41.6833,-98.1302,582.2,1/2/1988,0
USC00250075,41.6833,-98.1302,582.2,1/3/1988,0
USC00250075,41.6833,-98.1302,582.2,1/4/1988,0
USC00250075,41.6833,-98.1302,582.2,1/5/1988,0
USC00250075,41.6833,-98.1302,582.2,1/6/1988,0
USC00250075,41.6833,-98.1302,582.2,1/7/1988,0
USC00250075,41.6833,-98.1302,582.2,1/8/1988,0
USC00250075,41.6833,-98.1302,582.2,1/9/1988,0
USC00250075,41.6833,-98.1302,582.2,1/10/1988,0
USC00250075,41.6833,-98.1302,582.2,1/11/1988,0
USC00250075,41.6833,-98.1302,582.2,1/12/1988,0
USC00250075,41.6833,-98.1302,582.2,1/13/1988,0
USC00250075,41.6833,-98.1302,582.2,1/14/1988,0
USC00250075,41.6833,-98.1302,582.2,1/15/1988,0
USC00250075,41.6833,-98.1302,582.2,1/16/1988,0
USC00250075,41.6833,-98.1302,582.2,1/17/1988,0
USC00250075,41.6833,-98.1302,582.2,1/18/1988,10
USC00250075,41.6833,-98.1302,582.2,1/19/1988,30
USC00250075,41.6833,-98.1302,582.2,1/20/1988,0
USC00250075,41.6833,-98.1302,582.2,1/21/1988,0
USC00250075,41.6833,-98.1302,582.2,1/22/1988,0
USC00250075,41.6833,-98.1302,582.2,1/23/1988,0
USC00250075,41.6833,-98.1302,582.2,1/24/1988,0
USC00250075,41.6833,-98.1302,582.2,1/25/1988,0
USC00250075,41.6833,-98.1302,582.2,1/26/1988,0
USC00250075,41.6833,-98.1302,582.2,1/27/1988,0
USC00250075,41.6833,-98.1302,582.2,1/28/1988,0
USC00250075,41.6833,-98.1302,582.2,1/29/1988,0
USC00250075,41.6833,-98.1302,582.2,1/30/1988,0
USC00250075,41.6833,-98.1302,582.2,1/31/1988,0
USC00250075,41.6833,-98.1302,582.2,2/1/1988,0
USC00250075,41.6833,-98.1302,582.2,2/2/1988,0
USC00250075,41.6833,-98.1302,582.2,2/3/1988,0
USC00250075,41.6833,-98.1302,582.2,2/4/1988,0
USC00250075,41.6833,-98.1302,582.2,2/5/1988,0
USC00250075,41.6833,-98.1302,582.2,2/6/1988,0
USC00250075,41.6833,-98.1302,582.2,2/7/1988,0
USC00250075,41.6833,-98.1302,582.2,2/8/1988,0
USC00250075,41.6833,-98.1302,582.2,2/9/1988,10
USC00250075,41.6833,-98.1302,582.2,2/10/1988,0
USC00250075,41.6833,-98.1302,582.2,2/11/1988,0
USC00250075,41.6833,-98.1302,582.2,2/12/1988,0
USC00250075,41.6833,-98.1302,582.2,2/13/1988,0
USC00250075,41.6833,-98.1302,582.2,2/14/1988,0
USC00250075,41.6833,-98.1302,582.2,2/15/1988,0
USC00250075,41.6833,-98.1302,582.2,2/16/1988,0
USC00250075,41.6833,-98.1302,582.2,2/17/1988,0
USC00250075,41.6833,-98.1302,582.2,2/18/1988,0
USC00250075,41.6833,-98.1302,582.2,2/19/1988,0
USC00250075,41.6833,-98.1302,582.2,2/20/1988,0
USC00250075,41.6833,-98.1302,582.2,2/21/1988,10
USC00250075,41.6833,-98.1302,582.2,2/22/1988,0
USC00250075,41.6833,-98.1302,582.2,2/23/1988,0
USC00250075,41.6833,-98.1302,582.2,2/24/1988,0
USC00250075,41.6833,-98.1302,582.2,2/25/1988,0
USC00250075,41.6833,-98.1302,582.2,2/26/1988,0
USC00250075,41.6833,-98.1302,582.2,2/27/1988,0
USC00250075,41.6833,-98.1302,582.2,2/28/1988,0
USC00250075,41.6833,-98.1302,582.2,2/29/1988,0
USC00250075,41.6833,-98.1302,582.2,3/1/1988,0
USC00250075,41.6833,-98.1302,582.2,3/2/1988,0
USC00250075,41.6833,-98.1302,582.2,3/3/1988,0
USC00250075,41.6833,-98.1302,582.2,3/4/1988,0
USC00250075,41.6833,-98.1302,582.2,3/5/1988,0
USC00250075,41.6833,-98.1302,582.2,3/6/1988,0
USC00250075,41.6833,-98.1302,582.2,3/7/1988,0
USC00250075,41.6833,-98.1302,582.2,3/8/1988,0
USC00250075,41.6833,-98.1302,582.2,3/9/1988,0
USC00250075,41.6833,-98.1302,582.2,3/10/1988,0
USC00250075,41.6833,-98.1302,582.2,3/11/1988,0
USC00250075,41.6833,-98.1302,582.2,3/12/1988,0
USC00250075,41.6833,-98.1302,582.2,3/13/1988,0
USC00250075,41.6833,-98.1302,582.2,3/14/1988,0
USC00250075,41.6833,-98.1302,582.2,3/15/1988,0
USC00250075,41.6833,-98.1302,582.2,3/16/1988,0
USC00250075,41.6833,-98.1302,582.2,3/17/1988,0
USC00250075,41.6833,-98.1302,582.2,3/18/1988,0
USC00250075,41.6833,-98.1302,582.2,3/19/1988,0
USC00250075,41.6833,-98.1302,582.2,3/20/1988,0
USC00250075,41.6833,-98.1302,582.2,3/21/1988,0
USC00250075,41.6833,-98.1302,582.2,3/22/1988,0
USC00250075,41.6833,-98.1302,582.2,3/23/1988,0
USC00250075,41.6833,-98.1302,582.2,3/24/1988,0
USC00250075,41.6833,-98.1302,582.2,3/25/1988,0
USC00250075,41.6833,-98.1302,582.2,3/26/1988,0
USC00250075,41.6833,-98.1302,582.2,3/27/1988,0
USC00250075,41.6833,-98.1302,582.2,3/28/1988,0
USC00250075,41.6833,-98.1302,582.2,3/29/1988,0
USC00250075,41.6833,-98.1302,582.2,3/30/1988,0
USC00250075,41.6833,-98.1302,582.2,3/31/1988,0
USC00250075,41.6833,-98.1302,582.2,4/1/1988,10
USC00250075,41.6833,-98.1302,582.2,4/2/1988,90
USC00250075,41.6833,-98.1302,582.2,4/3/1988,0
USC00250075,41.6833,-98.1302,582.2,4/4/1988,0
USC00250075,41.6833,-98.1302,582.2,4/5/1988,10
USC00250075,41.6833,-98.1302,582.2,4/6/1988,0
USC00250075,41.6833,-98.1302,582.2,4/7/1988,0
USC00250075,41.6833,-98.1302,582.2,4/8/1988,10
USC00250075,41.6833,-98.1302,582.2,4/9/1988,0
USC00250075,41.6833,-98.1302,582.2,4/10/1988,0
USC00250075,41.6833,-98.1302,582.2,4/11/1988,0
USC00250075,41.6833,-98.1302,582.2,4/12/1988,0
USC00250075,41.6833,-98.1302,582.2,4/13/1988,0
USC00250075,41.6833,-98.1302,582.2,4/14/1988,0
USC00250075,41.6833,-98.1302,582.2,5/3/1988,0
USC00250075,41.6833,-98.1302,582.2,5/4/1988,0
USC00250075,41.6833,-98.1302,582.2,5/5/1988,0
USC00250075,41.6833,-98.1302,582.2,5/6/1988,0
USC00250075,41.6833,-98.1302,582.2,5/7/1988,0
USC00250075,41.6833,-98.1302,582.2,5/8/1988,0
USC00250075,41.6833,-98.1302,582.2,5/9/1988,0
USC00250075,41.6833,-98.1302,582.2,5/10/1988,0
USC00250075,41.6833,-98.1302,582.2,5/11/1988,0
USC00250075,41.6833,-98.1302,582.2,5/12/1988,0
USC00250075,41.6833,-98.1302,582.2,5/13/1988,0
USC00250075,41.6833,-98.1302,582.2,5/14/1988,0
USC00250075,41.6833,-98.1302,582.2,5/15/1988,0
USC00250075,41.6833,-98.1302,582.2,5/16/1988,0
USC00250075,41.6833,-98.1302,582.2,5/17/1988,0
USC00250075,41.6833,-98.1302,582.2,5/18/1988,0
USC00250075,41.6833,-98.1302,582.2,5/19/1988,0
USC00250075,41.6833,-98.1302,582.2,5/20/1988,40
USC00250075,41.6833,-98.1302,582.2,5/21/1988,80
USC00250075,41.6833,-98.1302,582.2,5/22/1988,60
USC00250075,41.6833,-98.1302,582.2,5/23/1988,0
USC00250075,41.6833,-98.1302,582.2,5/24/1988,0
USC00250075,41.6833,-98.1302,582.2,5/25/1988,0
USC00250075,41.6833,-98.1302,582.2,5/26/1988,0
USC00250075,41.6833,-98.1302,582.2,5/27/1988,0
USC00250075,41.6833,-98.1302,582.2,5/28/1988,0
USC00250075,41.6833,-98.1302,582.2,5/29/1988,10
USC00250075,41.6833,-98.1302,582.2,5/30/1988,0
USC00250075,41.6833,-98.1302,582.2,5/31/1988,50
USC00250075,41.6833,-98.1302,582.2,6/1/1988,10
USC00250075,41.6833,-98.1302,582.2,6/2/1988,0
USC00250075,41.6833,-98.1302,582.2,6/3/1988,0
USC00250075,41.6833,-98.1302,582.2,6/4/1988,0
USC00250075,41.6833,-98.1302,582.2,6/5/1988,0
USC00250075,41.6833,-98.1302,582.2,6/6/1988,0
USC00250075,41.6833,-98.1302,582.2,6/7/1988,40
USC00250075,41.6833,-98.1302,582.2,6/8/1988,0
USC00250075,41.6833,-98.1302,582.2,6/9/1988,0
USC00250075,41.6833,-98.1302,582.2,6/10/1988,0
USC00250075,41.6833,-98.1302,582.2,6/11/1988,0
USC00250075,41.6833,-98.1302,582.2,6/12/1988,60
USC00250075,41.6833,-98.1302,582.2,6/13/1988,0
